speed_limit,speed,licence_plate
110,93,S1O 3576
130,114,N8H 6316
40,25,M6R 6265
80,70,B9N 1180
110,98,U8P 6953
40,44,X0J 4824
40,32,V1T 3104
80,67,K0Z 9158
150,146,Q2K 7190
50,37,D6P 4345
70,51,F7P 7790
50,44,S2M 7387
70,50,R8N 5247
120,113,F0F 0109
100,85,H9F 4237
120,100,X8H 2703
100,99,Q2E 1618
110,100,K8V 9713
100,86,E9K 1854
110,109,W3V 1016
80,68,H7V 1667
120,118,P3Y 7444
60,59,T0C 6824
70,64,C0N 7374
140,122,Y2E 1053
150,143,H3C 4766
70,51,R7S 0278
60,41,Y7J 3635
80,76,C9W 9719
130,116,Y3S 4105
140,138,H8G 2373
40,37,G6I 0761
120,109,Y5I 8639
40,37,Y4D 4334
40,20,H5D 1807
140,128,V1I 1710
130,125,T0E 4621
150,137,T0K 8501
80,69,P3Q 8698
130,114,Z0S 5204
70,54,H1S 1603
90,86,T9X 9870
120,112,E9N 0230
90,80,D2P 5351
60,49,S3F 1024
100,100,K9U 1113
90,88,R7N 0477
80,72,O5E 2601
90,71,R7K 1578
150,147,F0P 2906
90,70,T7Q 0399
150,146,V7A 2301
70,58,D2T 2692
110,96,J0P 3995
90,77,H7R 8686
150,137,G9T 5927
90,87,B8E 2455
100,80,K8S 9514
50,40,T2S 2280
150,143,J0M 3891
50,41,M0K 5777
90,88,S9Z 2660
120,102,T4E 2933
40,20,M6W 0591
90,80,O9R 8677
80,73,S7T 5252
140,134,R6J 8425
110,97,G6R 2821
80,66,F7B 9947
40,33,D2S 1115
50,48,L5O 1401
60,51,U6S 6120
40,23,L0V 4852
140,137,S1S 1822
120,102,N3R 3070
50,34,U8N 0621
110,108,X0O 9509
130,124,I9N 7821
60,49,F4O 6004
120,113,E4M 8802
120,106,C6A 8263
50,30,V1M 5611
40,22,T7C 5460
40,26,X8Q 2997
140,139,J4V 2001
70,69,P3V 9990
40,39,O8Q 7310
150,132,V7P 1363
120,115,S4M 2626
110,90,B9D 8676
140,122,L6U 9894
50,31,O6O 9003
120,120,Y5Z 8402
40,38,Y4E 3551
60,55,Z2B 0443
110,100,C4L 1581
110,103,M4C 4125
100,99,A7P 0293
110,97,C6D 5428
150,133,P7S 2374
80,76,A2K 5092
60,49,C3R 4139
140,136,K7M 7550
40,32,X0Z 4128
70,53,V5X 6527
80,78,J7K 6607
110,94,B5P 3997
80,73,N3N 4819
130,117,V0Z 5198
80,63,N4K 2751
150,138,V1D 9860
70,51,U1F 7189
100,99,D6C 7696
70,70,N1M 0484
50,40,B1W 1892
150,145,Q7C 9990
140,138,N7P 8382
100,84,B6T 0692
150,141,C1O 2921
100,85,P9O 0451
140,138,R4V 5709
150,143,S1H 3702
100,84,R3B 6355
60,49,R1D 9262
90,79,Y5Q 3689
100,84,D0D 7421
130,119,A2N 1731
120,106,H4V 7922
140,121,J6D 2964
150,135,D1G 5105
140,127,M8A 1231
110,98,G7F 9004
100,90,E6M 5923
60,49,O2H 3704
70,57,W5R 4044
150,130,J8B 7650
40,24,H5Y 9036
140,127,D1P 7209
100,93,K9U 0064
50,50,D8J 5284
80,73,M0A 2038
150,146,J9J 5563
110,102,X3Z 8872
120,106,C8E 5116
80,75,A6Q 8106
110,98,B0S 4506
50,43,G4D 6326
140,130,W8D 6434
40,34,Q9E 1005
40,39,G7R 9767
120,111,M0N 5510
80,77,I0E 8791
110,96,P7Z 7814
90,85,T4O 3050
40,24,Y1X 6652
120,111,G0P 5554
80,79,L8D 5353
90,75,Q7S 4387
150,130,A2T 6932
100,99,A1Q 8212
70,63,N7T 4394
130,116,I6D 9860
90,83,T4P 0527
70,66,S3I 2370
70,55,R4Z 3414
40,28,W6E 8381
150,136,D7Z 2325
60,57,Z3M 0205
100,81,B0Z 9553
80,76,S5V 4582
90,84,Q8U 8049
80,60,O3H 5085
150,144,O9S 8577
110,97,Z7T 9276
150,150,J2T 7364
60,48,G4F 1165
70,57,S9I 3963
80,79,G5C 4606
140,126,X4L 9122
70,64,B9G 0059
110,96,Y3V 8478
50,45,Z9P 0176
80,64,X1G 0925
140,125,J2Q 2255
90,76,X2G 7481
80,77,L4D 8000
60,53,G1Q 1377
150,146,V7R 7613
120,104,P6Q 0647
70,60,B4V 7980
50,44,P3D 0184
70,70,S5F 1564
70,51,V4T 2658
70,67,K1W 8666
110,109,X6V 1120
90,85,B5S 1441
100,88,C6K 9463
40,21,N5C 9302
150,140,T6O 3967
150,149,W3B 1291
80,75,D5P 8921
150,141,Y1Z 5987
50,33,L2Z 4396
140,136,A5D 6338
110,101,M6O 6753
40,35,L6X 3732
150,138,S4Y 5755
130,116,V8V 4934
80,60,V1S 0661
150,144,K0R 0224
90,78,X1T 4428
140,125,M2E 8265
100,92,Q1H 9461
130,111,Y2Z 1478
40,24,K8P 6762
120,115,D8B 1579
130,111,E5G 0464
140,120,K8B 5263
90,81,G4P 7016
60,58,K7Q 3420
150,133,J9A 0610
50,35,Y7J 5061
150,149,N1C 4352
70,55,S3J 2312
80,62,V9P 9907
80,64,Q7Q 3087
150,137,K5D 4887
40,36,M3M 9298
70,68,N8C 3251
80,75,L7A 1614
100,99,W4N 4309
130,120,N4V 5674
130,126,R9L 6585
40,39,L6U 6656
80,70,U1J 5899
60,42,D9J 7052
80,71,E7J 5195
130,116,U1E 7779
100,86,W5F 1188
60,57,J2Q 6595
50,33,P5S 5557
120,112,C8Z 6936
60,56,N7A 0640
140,133,E3W 6938
140,133,U5Q 1989
80,60,Z2P 8790
120,118,H3M 5767
150,147,V8R 2485
100,83,B3H 1578
130,116,P4M 3225
110,105,O5O 0565
90,76,E3V 5206
50,36,D4Y 1678
110,92,Q4N 2637
100,87,N0A 7768
130,122,R6J 4678
130,125,W4N 5835
100,82,V0M 6949
90,78,U8K 3282
70,63,N5A 5399
110,109,H2I 7348
40,35,J2Y 3033
50,45,B8Z 3977
80,71,A6K 5357
60,51,Q0A 6513
130,119,M7K 1368
60,42,L5X 3752
70,59,J0K 5742
60,41,V2O 2621
40,26,M2C 7255
80,72,W9X 5275
150,140,K2C 4148
140,124,P4G 3828
120,106,K7F 3122
80,71,W7G 3436
100,84,I2G 7010
60,50,M3F 4792
100,80,D0E 7129
60,46,Z4T 6738
130,123,F2F 9081
60,60,D2A 8451
100,97,E6Q 9077
60,54,D1I 0334
80,66,D8G 2902
50,44,S8J 8439
100,80,J1N 0518
70,51,O0I 6939
150,131,U9M 6817
90,78,M3A 0101
90,75,V9V 2557
60,53,V7V 1935
140,122,S6R 0730
40,35,J4D 2331
140,138,H9J 8265
50,49,S4V 4786
110,105,E0N 1344
70,50,C8G 8141
80,66,M2C 3848
110,101,S6W 3596
80,78,N8S 1582
130,119,H0S 1839
80,79,Z2U 7491
70,53,V8D 6334
40,34,C2D 3214
100,83,Q9E 6732
80,63,O3F 9548
120,115,G7S 8513
90,72,C2C 4928
90,71,I3G 2994
150,142,M9J 0849
60,50,X9M 7051
120,112,I3J 5564
140,130,O1B 4732
100,97,M6G 1973
110,103,W3E 9969
110,91,R9K 7908
90,84,U6P 9239
80,76,A0E 5527
130,127,Q9H 6065
80,67,K2F 6957
110,95,G9U 2345
100,96,B2Q 8179
40,35,F9P 0787
90,72,G2N 8298
80,78,R8I 9616
140,120,Q8A 6489
70,55,R3M 9473
150,150,W8G 0069
40,24,X9N 7948
130,113,G3C 9867
140,120,K9Y 3666
90,76,U2A 9648
90,90,V9S 8417
90,81,E9J 7947
50,44,G1P 7423
50,42,B3F 6901
140,128,H1L 1578
50,47,T1K 2562
100,109,X8K 5521
150,139,Z1L 6589
40,31,O6W 4626
70,58,W4H 6321
110,98,R8R 5686
100,92,M1G 3052
50,41,M5J 0542
60,43,G0M 8607
80,64,Z0V 7170
80,79,A0P 0273
120,114,E9K 9411
100,90,O0Y 3324
60,43,P7P 1153
40,23,C7J 2283
150,143,W6S 8219
60,59,V9H 5143
90,90,C5C 3829
140,139,D5S 9758
60,54,S0Z 8982
70,51,L9H 6561
130,129,O6H 7854
120,117,F3G 8344
80,77,G3B 7178
80,64,M7C 4453
70,50,K9Z 1291
70,67,T2I 7469
40,34,L0I 7930
100,83,D7J 4064
70,50,D2R 3987
40,26,K8N 0257
110,100,R2S 2800
40,38,Z7I 8265
50,43,S0Z 5725
80,65,A7T 3774
100,94,O1B 3872
50,47,J5G 2462
110,108,T9F 8452
130,113,J0V 5129
90,90,V3D 7286
130,130,N8R 7171
150,133,W0A 8300
40,39,W6I 1253
140,125,U1Q 3120
120,102,K9T 8277
50,41,F2O 3541
140,127,N8T 0686
110,106,O8Z 3049
50,50,Q3P 1286
40,28,M1S 7209
90,70,P1E 4744
150,138,G1O 2731
130,111,F5P 3852
120,109,Z6K 2539
120,115,R9W 9441
70,68,W9Z 3471
130,124,P1N 0745
80,62,A5U 7385
110,92,T0H 0179
80,69,H6L 1940
80,75,D5M 8226
60,48,M1U 6590
80,66,S9W 8782
150,144,J7M 8232
60,46,R9H 0456
100,80,S7M 6608
80,63,X6K 3888
40,35,T3S 9352
70,55,F5E 4179
130,117,J4K 0444
70,54,K6U 2806
80,78,E2Q 0377
50,41,W2Z 9930
80,64,C5Q 6219
50,49,V4O 8586
110,96,A6J 4868
140,128,T0I 0910
70,57,Q7M 5438
40,29,S7M 4446
60,58,W8H 2456
110,110,Z1C 9065
60,58,R8R 8490
150,145,W3G 4987
50,34,R5Y 3479
150,138,T7P 1860
150,141,F6J 1943
110,97,N7D 9627
50,34,W7G 6023
80,71,U4L 2466
100,92,R3W 0940
90,81,L7R 3664
40,26,T8W 6499
80,65,V6C 3575
60,57,Z7S 9280
80,64,P1U 9232
110,104,E6Q 2795
50,31,B5U 6930
140,128,W7Z 9424
110,99,Q9H 3725
50,33,L0V 0137
50,43,G9L 6228
60,57,M4B 9474
120,118,S7Q 8897
110,102,B5U 1318
100,83,W5N 3924
100,80,W1Y 0113
90,82,G3K 6077
60,49,S1V 2430
150,131,K8E 3940
130,128,C8E 0816
80,69,M0W 9694
80,61,Y6I 3139
130,117,L5G 6672
140,138,W3Z 0811
60,43,B3V 6306
70,55,K0W 1700
60,51,I6W 6403
130,117,Y8E 8707
60,41,Z6V 6976
40,25,P6R 1237
100,89,O4Z 4372
130,127,E6I 7931
50,56,S3Q 2085
70,66,F8I 5060
90,84,B5C 2220
130,123,L1N 7239
130,115,O3W 6839
40,40,K1W 9646
90,85,U6G 2949
110,103,K1O 0099
120,116,N0C 9504
70,54,J7F 9593
150,133,A0Y 1062
130,123,O6F 2419
110,99,Z7W 2920
110,97,D0W 0378
130,123,C5M 3420
150,143,G4C 0992
50,32,W0N 5316
130,111,F4J 6595
100,82,M7P 4295
40,38,C3C 3574
110,90,C1G 4690
140,130,B3T 3253
110,99,F2P 9310
60,54,M2W 6798
40,34,P6Y 5249
80,64,N2I 4335
140,128,J0E 3123
40,24,N2Y 5143
150,150,V4M 2440
60,43,B1U 8562
90,89,Y8L 1050
150,150,G2P 8369
50,41,X1O 4380
70,66,Q9J 8503
140,123,N7C 7990
100,94,E9D 7539
150,133,A5N 2508
90,90,E2C 3181
80,70,L9Q 8772
120,119,R9P 4064
120,108,S9Q 6435
70,69,J5W 3712
90,83,Y8U 0715
130,111,I2Z 5956
120,108,P7X 5562
40,32,Z9L 9682
50,49,D6N 4302
150,133,G9B 7108
120,109,B0Z 1971
110,110,E5H 5090
80,60,P9U 7062
40,32,T0B 9507
100,96,F4N 1324
40,39,C8J 6937
130,127,F4K 4096
70,53,L1P 2901
120,112,O7M 9282
80,71,W1G 5804
110,90,W2L 7047
100,94,E8K 6317
50,48,C0M 5207
140,126,F5W 5016
80,78,F1D 9604
50,40,Z1G 0978
150,135,I1G 7791
40,25,T6W 0925
40,32,Y2G 7215
150,134,N9A 7405
150,145,N1G 7962
150,144,H3Q 8176
60,50,N6R 2570
110,98,W1M 2171
120,111,P1W 3996
120,101,H1X 2788
80,60,K9L 9872
90,71,A9X 6594
50,37,E9Q 7163
130,125,X1U 1411
130,116,W6S 3009
60,48,J0Q 2570
110,105,K7T 5523
120,101,R8B 4888
40,28,Z3U 0677
40,34,V4D 2062
60,56,G5K 6681
40,38,Z2U 5351
140,124,J8L 6121
40,25,L7P 6052
70,64,M5M 9009
110,107,H4H 2570
120,116,L8R 3119
80,63,B6P 0164
40,25,E8Y 2197
60,48,N6Z 7962
100,99,B7G 8418
70,56,T2A 5433
110,107,P5U 2966
60,43,N5K 4077
90,85,F2E 4571
50,34,Z3I 6401
110,99,X5S 1911
40,27,Q1Q 2047
150,142,J4Z 9483
120,107,Y4X 8282
110,103,Z8L 3768
40,50,Z0F 4837
40,24,S1H 1758
100,98,E7S 5379
130,117,I9J 5773
100,89,A3G 4247
140,138,O2W 9887
150,131,W3C 1638
40,34,K8M 7616
140,125,Z6L 1392
70,70,C1E 5173
70,65,I3G 3036
80,77,Y1Y 1665
50,42,Q2D 5770
50,33,D3R 2961
150,142,V6D 9554
110,107,G6X 9734
70,55,P4M 7819
130,111,J8D 4674
150,141,G9T 7385
60,45,F6Z 3718
110,101,Z4W 1714
110,95,P4M 4627
150,144,N1L 9045
150,144,V4A 7942
60,51,E0J 6601
70,69,E5M 8810
120,106,Q4C 0772
120,106,S2T 1812
100,88,M9Y 8412
100,93,Z2N 7770
130,129,V4S 5527
130,124,V6Y 7664
130,125,P0I 0662
90,82,K2D 0099
90,75,O6Z 2634
120,109,M7H 6456
90,70,V2E 2392
90,74,M7E 2239
50,34,C4V 1706
110,108,C8K 3160
110,103,N4S 0709
130,129,C6I 5866
140,130,X5M 4567
90,90,S8F 1659
80,68,W8U 9153
90,74,O0G 0007
90,74,D8Q 2923
120,106,Z8U 4087
150,144,B4E 1716
110,108,H1P 2308
140,125,F0T 0586
140,124,E7L 8043
90,71,P3I 0811
40,38,A0K 1808
40,25,C9G 8113
130,117,C3T 2563
60,58,M2X 5641
140,133,P1P 1642
110,106,V4Y 2929
90,85,A1N 5741
110,104,B3W 7644
100,96,S4D 1477
80,64,X4D 7575
50,36,V3V 8335
80,73,H8S 8414
70,53,I3W 1594
120,101,M3K 5746
130,117,Q4Z 6419
130,119,D5V 7348
150,137,J6Q 1018
50,40,Z1A 4720
60,49,D7L 3975
140,128,C4V 2734
50,33,M4E 3421
130,120,W0O 1917
80,70,J9H 1123
130,120,F2N 5707
100,99,K2O 9413
60,43,P1V 9690
130,114,I6U 3773
40,23,R1W 1201
60,41,J7B 7529
80,72,F1R 0958
90,71,R5W 5194
40,22,T3G 7391
100,95,E4N 2006
50,32,A6N 7426
50,48,X1Y 0923
130,123,M5X 1434
40,34,X2L 5847
110,98,K2G 9088
140,140,W3K 3331
140,134,X1F 5844
80,79,E8I 8173
40,40,H0Y 4587
60,54,C6Y 0782
50,43,Q5Y 9515
80,71,F4T 8521
70,64,Y5V 1662
150,147,K3X 0768
50,32,U0O 4163
80,74,H2J 1686
80,76,R5X 7856
150,138,O3H 9267
50,45,B6R 1316
140,127,P4H 1979
110,101,N7C 5959
150,144,U2H 4337
80,69,F2B 5231
100,92,L7M 3243
150,130,Q4E 5990
140,131,L3F 7734
150,144,E0F 9282
80,69,J4J 3144
130,115,I0D 8292
40,24,W1E 9524
60,59,H4D 5137
140,130,Z8S 5432
90,73,X3H 7569
60,41,X9Q 4370
110,110,U8O 7039
140,134,J8D 9513
150,136,I4W 8755
150,149,L0Y 4678
130,111,F8B 7302
60,58,F5M 1935
40,37,V8O 8860
60,59,S4H 3574
110,99,O5F 4353
50,42,U2W 7343
40,24,Q0H 7073
100,97,C3A 9717
120,119,O3P 4450
120,111,B2Z 2460
40,31,G6Q 6667
70,63,F2Z 3356
90,81,X9E 8315
140,120,L5J 7834
110,107,C8P 7335
60,53,F4Z 0622
40,28,V7J 3719
50,35,I9V 4604
140,133,R6Z 1976
70,51,Y9V 5118
50,34,M6W 7375
130,124,P8O 8985
100,85,I2K 6018
110,95,P1U 5397
120,119,K4H 5470
140,126,B3Y 2047
90,87,W7F 6706
100,94,N2H 0464
70,67,T9F 6940
80,70,P8I 1360
40,21,Y8T 8856
60,44,M7I 4330
90,81,W6X 0205
50,42,D6S 1840
110,110,K9R 2066
70,68,O1H 0011
50,32,R6S 1088
70,54,N6C 1663
120,114,W1J 3503
40,47,I3V 0799
100,90,F2T 3292
110,106,U8G 7551
60,60,P3C 2570
90,85,C0Z 8406
150,139,R7F 6459
140,134,G9P 8390
150,135,J9R 9050
90,85,W0N 6916
50,41,Y5Y 8873
130,111,L3I 8846
130,116,I4O 7665
120,109,I7E 2816
110,94,W6Q 5552
60,62,Y7H 7970
50,48,K9J 5403
120,100,A9H 1287
150,144,F8H 5327
50,31,A8Y 7157
70,51,H1S 6516
140,120,T2P 3479
130,124,J4O 9385
100,82,X8Z 8719
100,86,W3T 7292
60,59,U2S 2185
150,150,W1U 9545
150,138,M6A 5836
100,85,X7L 4922
40,34,B3V 1268
110,94,D7F 6470
100,84,L0G 5058
120,105,T8X 5859
130,120,B3Y 8236
40,26,H2M 4868
120,120,E2Q 6046
90,82,T8U 3312
130,111,O8G 1519
120,118,J1S 7975
80,63,U7W 3072
90,80,F0R 6330
70,63,T1T 6464
140,140,L2D 4777
60,45,G1C 6048
110,92,B1W 3459
140,127,H4G 4079
80,62,J9H 7096
140,137,F0M 0793
110,104,I9J 6434
40,25,Y4A 5981
140,130,R9X 8884
90,89,V3H 8468
110,99,Y7D 2719
110,110,K5Z 1974
90,75,E9Y 4915
150,135,Y6Q 0634
50,31,T6W 1768
110,105,D4H 9549
90,70,H3Q 7980
110,101,N3C 6667
70,60,D4K 9990
60,45,Z2W 8755
60,44,Z9B 3814
150,139,D4S 3249
80,70,C9C 3909
110,101,X0L 4102
130,113,N7N 1478
130,128,Y5A 7101
50,49,E3R 7519
110,91,Y8R 2809
60,55,Y8Q 1784
120,105,Q4S 7590
140,129,F1S 9323
110,100,P1W 1777
60,52,I1N 7283
140,125,T0K 2786
110,103,W5N 7684
110,107,L0V 0957
120,101,A7J 2872
110,109,D2G 9190
140,140,Q8L 4608
60,53,U0F 6584
120,119,C2G 8582
70,68,B7I 6562
140,140,D8X 3340
140,135,Q1J 2290
50,47,Z2F 2408
110,106,M1R 7796
80,71,V9J 9191
50,31,T1N 6037
40,25,F5N 7462
100,90,V1I 5384
80,73,E5R 5326
140,132,S4D 8287
140,140,V8B 3538
130,129,P6H 7419
80,66,D9G 1678
90,73,D1X 4713
80,80,P4X 2032
70,53,B0Z 5168
100,84,V9F 4952
40,37,Q9E 4843
50,44,U3P 7469
90,70,A8T 5238
60,49,T9T 1610
130,129,E1S 1731
40,28,P2Q 9743
150,136,E8J 9730
70,61,N3E 2716
120,104,X5Z 4279
100,81,M6L 1837
40,28,U9S 9356
50,41,C9M 4818
140,125,U1C 3657
100,87,E8Q 9711
110,95,P2D 1544
130,124,P5C 8369
120,108,P7N 4727
100,100,T0E 7541
80,61,Y2Y 6819
40,29,A4H 7445
130,124,N9P 7967
60,57,V5H 9174
70,70,Y0K 2734
130,110,T2T 4998
120,101,U5U 6085
90,81,P9E 7422
40,29,F8B 1768
60,46,M0R 7072
90,74,A9U 0808
50,47,H7B 4392
40,27,F1O 5848
140,130,B3T 3150
90,77,D1O 8630
90,86,N5J 8433
130,124,Z0W 6778
90,71,Y5F 8707
90,88,B7C 5657
150,141,Y5V 6784
120,114,F2K 6803
110,94,H7P 1955
150,147,H1P 5131
90,85,D4L 8074
140,124,N5O 3553
90,71,W8Q 6618
60,43,B6Q 2340
60,40,F1Z 6825
50,37,C5N 5445
140,121,T1W 8615
140,140,M8V 5813
150,136,K9D 9857
100,97,G9D 2526
50,32,T8L 5706
40,28,P4J 1673
100,95,T1U 4422
110,92,L6J 7703
40,25,L8X 7856
50,47,W4F 3295
120,114,G9G 0070
130,122,A3D 6476
130,130,O6L 7967
130,115,F8H 4081
150,131,V0A 3040
100,91,A3H 2638
70,65,F6S 8908
80,65,L9Y 6693
110,106,Q8F 4121
80,61,T0X 7374
60,41,U3U 4509
90,80,D2N 0283
120,102,Y6A 0727
50,44,R7F 7511
100,90,M9L 2871
80,86,Z0P 7409
150,148,N8P 9874
130,124,M8O 4456
120,118,B7C 6914
80,67,L5T 9891
100,91,G5B 7116
60,58,S2S 7188
70,59,Y8Y 3982
50,50,N8P 5837
120,120,S7J 1022
150,144,S1D 1569
80,60,T5A 5336
60,60,J1H 5054
140,133,B4W 5733
80,62,A3L 8015
150,147,Y6D 7208
80,69,B1Z 5249
140,130,Q6U 7370
150,131,J3N 8879
70,52,A8G 9240
100,85,V9I 8823
150,145,B7R 8387
150,149,I7J 4028
50,47,J3O 9170
40,20,N6V 6152
100,99,C9W 6947
100,98,A5O 7441
150,141,T6O 9051
50,47,B6M 7574
90,85,Y0G 6122
110,101,X4I 1861
90,79,I2S 8078
120,118,N1R 9834
80,71,K0L 6281
50,48,O2U 2774
140,124,O0H 7955
80,60,T5V 2432
140,123,G7E 3880
80,72,I8N 2313
90,81,T0I 0372
80,64,S7Z 5573
120,110,G4X 5006
120,117,I1N 7597
110,108,E7P 4404
150,133,R7X 1844
40,21,U6I 1603
150,137,Y9V 5337
50,60,T2A 2035
140,126,B5E 3027
80,68,C1G 4035
60,58,O5V 6650
110,94,B5P 6054
80,70,O0A 1744
40,31,I7R 0794
40,21,E9I 8278
110,95,U4Y 9882
80,75,M1O 4680
90,76,H8V 9001
70,62,W9C 4648
50,43,W5T 6493
60,53,F8F 0708
110,94,D8T 5121
70,59,P0L 7916
110,95,H2A 6927
40,35,X7H 2210
70,50,I5T 7336
130,125,Z4I 8295
50,46,Z0B 7500
100,99,J2G 3263
50,36,U2I 1167
50,36,C5J 9995
60,52,F0D 4666
150,131,O6M 1178
100,82,R4O 7694
140,129,L2J 7144
40,28,X7L 3737
100,84,D2C 2428
150,140,A2E 3182
80,74,I9K 3355
150,131,B6K 6683
110,102,Q0P 8417
50,36,P5U 1608
70,55,Q5M 3023
90,74,N2H 1407
110,90,S7B 8194
40,29,C9N 9694
140,131,R2U 7282
90,93,H5R 6617
110,100,H0E 1664
150,138,E3O 1784
60,59,A3V 3632
150,140,S2U 7956
90,77,R7A 6045
90,73,O0W 2141
60,40,D4A 3790
50,42,Q2K 4987
120,106,V4E 3963
100,98,Z6X 2361
60,47,R1C 2289
80,71,S2J 7125
80,70,S8M 9084
140,136,I1E 7931
80,80,Y9L 7463
110,95,R7S 7920
60,40,I9P 5958
80,77,Q4H 8586
40,21,M8N 3591
150,133,J4W 0686
130,128,H1M 2578
130,128,E9W 1096
100,100,Z3T 0566
80,65,H1Q 1141
150,132,B6F 4918
60,58,P9I 1538
80,76,Z2X 5626
40,40,D1S 0307
90,70,N5M 6235
120,119,Z4W 9243
70,52,P3F 6250
60,42,K2P 4075
120,111,I9S 3666
50,47,I6H 7267
40,25,R2X 2873
140,125,U4F 2743
100,88,L1M 1774
60,59,E9S 4769
140,124,T6M 6657
80,60,G6F 9161
150,136,A1Z 3848
80,78,S8Y 5329
70,57,X2D 5346
150,138,O0F 9384
150,142,D6Z 3970
130,112,R3R 1397
50,30,B2T 4928
130,129,Y7I 6586
110,91,J7R 2408
140,125,V4L 4554
40,30,Q6E 8481
150,146,L9E 4199
140,127,K5V 3864
40,37,R3A 0373
140,129,K7S 1114
110,94,O8P 1381
70,68,W1O 2616
130,113,E9P 6101
130,128,O9M 4399
90,80,C1E 1650
120,105,A2R 1339
140,133,W3R 1229
40,25,L8R 6194
40,28,E8J 4580
140,129,V2L 1091
80,67,I8S 7790
110,95,I2E 4439
50,31,H6I 9601
150,132,G5D 4056
110,92,Y9S 4395
80,65,W5O 3998
130,118,O5O 5962
150,142,Y5M 3523
130,110,P4G 1080
70,70,D5X 4423
120,101,A0A 2742
40,25,J0I 0893
50,34,T0G 5931
70,59,Y3V 3366
100,91,N5B 8230
50,45,B4C 2004
100,84,U5C 6291
130,122,D3I 3561
130,113,G6V 0393
40,26,T2Q 6441
80,63,V0O 7883
50,49,L6R 2301
120,102,H3E 4613
130,120,F6A 3379
80,64,T8X 2653
80,64,E8S 1800
80,79,K2Y 6954
100,92,Q1O 6562
120,108,H7P 1750
50,45,R2D 9324
40,23,A7G 5749
140,121,E1K 1190
40,37,F0I 8025
100,97,A9Z 3391
80,75,O8J 2010
60,43,R6A 2735
40,28,B5U 2808
40,20,K1U 0150
110,101,X1S 6453
110,94,F7I 0231
40,35,W3S 6608
80,74,S1B 6743
60,49,B3K 5369
60,47,Z2T 0440
110,94,H2O 1908
110,104,Z3A 0668
150,138,J8P 7681
40,26,G2I 2986
90,70,Q4J 0687
90,85,Q5Z 0905
130,120,R3G 1791
40,21,J6Z 2935
80,67,M8B 3218
150,142,E0N 1166
50,46,E1I 6495
110,102,Y9C 1621
60,48,R2U 0712
110,99,L9E 6912
150,145,I8U 6522
40,23,R1J 5378
150,135,P3L 4525
50,32,I0U 4975
100,94,A5Z 7991
60,51,R7S 9575
120,116,X6C 4296
90,75,V2X 6491
150,149,O7Q 6874
120,120,M7B 4117
140,140,C3K 5068
130,126,J1G 7266
140,126,O4K 2387
40,23,T2I 7020
130,110,Q6A 4743
40,21,X0H 4302
120,107,R4O 4622
40,29,F1O 2954
70,50,P2K 2109
70,53,F3H 9964
120,116,B3W 8993
50,49,H8K 8906
80,63,G7R 8674
120,106,X1S 7633
100,99,G3J 8767
70,59,L7C 4447
70,70,L5Y 6744
60,57,J2K 8143
140,121,B7F 7887
120,103,Q5R 1155
100,84,R0F 0462
40,22,N4Y 9434
130,122,N0S 5741
60,59,A8I 9198
150,138,Z0C 0076
40,21,Q5W 3512
100,87,X4G 7671
60,41,U2T 6496
40,37,G6Z 9233
130,116,D7I 9290
140,132,U2I 0523
50,33,W4S 5423
140,131,J3I 9702
110,94,B2I 9542
40,35,W8C 8001
130,122,J1E 0045
140,130,T5A 0853
130,127,T6X 6572
40,39,E1O 0940
120,117,C6E 6215
140,122,C5H 0654
100,85,N5C 1764
70,66,P1V 7265
110,99,A8Z 6589
80,61,S6R 4208
100,94,G2M 4302
140,130,C7F 5851
120,111,Z2E 2794
40,34,J3A 8103
100,87,Q7V 7781
140,136,R6R 7257
40,37,F9Q 9173
100,93,B6D 7766
120,102,H4Z 1270
130,121,A0Y 1889
150,150,D9V 1757
90,87,Y1W 5452
40,24,H7G 8692
120,107,M1V 8288
80,75,U4K 2212
70,60,Z4W 7531
110,102,O4Y 1565
90,78,A3S 3763
80,74,O5D 8302
150,141,Y4Y 7274
120,120,Q7G 8842
60,54,M3O 3135
110,100,K5I 5358
140,124,X4L 6750
120,104,A5R 3636
80,67,R1H 8080
70,60,S4H 3907
70,57,T2V 2737
120,105,F5O 1113
70,59,Q6Q 7713
120,118,U7M 6624
70,65,B2I 9062
90,74,O8U 8530
110,103,D8T 9457
60,43,U1S 3260
120,101,P6Y 8905
90,75,B1Q 1770
90,89,P3T 9390
70,53,Z1J 9858
50,46,K2C 3147
120,119,M9G 9687
120,114,O8F 0345
150,147,L2N 3687
50,49,L8D 3590
90,73,O7H 0784
80,69,V5Z 2533
110,106,E5V 6668
60,58,S0X 8202
40,37,G2A 7444
60,52,R5B 7398
140,132,E5O 4822
120,109,H5V 4195
140,131,Z8I 3523
110,107,B7D 1551
110,98,J8D 1695
90,81,Y9Q 3128
120,113,Y2X 8542
100,85,G9X 1518
70,66,G9C 6546
150,145,K5M 0601
100,94,L6Z 3690
100,84,I4L 4072
80,68,Y0Y 3907
80,64,D7U 8333
120,104,O6R 1507
120,118,H2X 9668
80,80,P7R 2986
100,107,H6A 1324
90,73,P1D 9382
140,127,G7O 4903
70,54,W3K 6740
110,101,I5Y 9535
90,83,I9M 6485
150,146,E6P 6908
150,134,B4C 7501
90,77,W0I 2290
60,46,F8L 6004
60,44,Q4Z 4132
90,87,A8D 6804
140,122,Q0Y 8845
